articleId,arg1,arg2,sentence1,label
7678677,T15,T19,Alprenolol and @@ bromoacetylalprenololmenthane @@ are competitive slowly reversible antagonists at the $$ beta 1-adrenoceptors $$ of rat left atria.,6
7678677,T13,T16,"@@ Alprenolol @@ and BAAM at 10(-7), 3 x 10(-7), and 10(-6) M inhibited the cardiac stimulation response slightly, which is indicative of membrane-stabilizing activity independent of $$ beta-adrenoceptor $$ blockade.",4
7678677,T1,T16,"Alprenolol and @@ BAAM @@ at 10(-7), 3 x 10(-7), and 10(-6) M inhibited the cardiac stimulation response slightly, which is indicative of membrane-stabilizing activity independent of $$ beta-adrenoceptor $$ blockade.",4
7678677,T3,T17,"@@ Alprenolol @@ and BAAM also caused surmountable antagonism of isoprenaline responses, and this $$ beta 1-adrenoceptor $$ antagonism was slowly reversible.",6
7678677,T4,T17,"Alprenolol and @@ BAAM @@ also caused surmountable antagonism of isoprenaline responses, and this $$ beta 1-adrenoceptor $$ antagonism was slowly reversible.",6
7678677,T6,T17,"Alprenolol and BAAM also caused surmountable antagonism of @@ isoprenaline @@ responses, and this $$ beta 1-adrenoceptor $$ antagonism was slowly reversible.",5
7678677,T10,T18,We conclude that @@ alprenolol @@ and BAAM are competitive slowly reversible $$ beta 1-adrenoceptor $$ antagonists on rat left atria.,6
7678677,T11,T18,We conclude that alprenolol and @@ BAAM @@ are competitive slowly reversible $$ beta 1-adrenoceptor $$ antagonists on rat left atria.,6
16789740,T4,T14,Discovery and optimization of @@ anthranilic acid sulfonamides @@ as inhibitors of $$ methionine aminopeptidase-2 $$: a structural basis for the reduction of albumin binding.,0
16789740,T4,T13,Discovery and optimization of @@ anthranilic acid sulfonamides @@ as inhibitors of methionine aminopeptidase-2: a structural basis for the reduction of $$ albumin $$ binding.,4
16789740,T5,T13,Discovery and optimization of anthranilic acid sulfonamides as inhibitors of @@ methionine @@ aminopeptidase-2: a structural basis for the reduction of $$ albumin $$ binding.,0
16789740,T1,T9,@@ Methionine @@ aminopeptidase-2 ($$ MetAP2 $$) is a novel target for cancer therapy.,0
16789740,T2,T7,"As part of an effort to discover orally active reversible inhibitors of $$ MetAP2 $$, a series of @@ anthranilic acid sulfonamides @@ with micromolar affinities for human MetAP2 were identified using affinity selection by mass spectrometry (ASMS) screening.",0
16789740,T2,T8,"As part of an effort to discover orally active reversible inhibitors of MetAP2, a series of @@ anthranilic acid sulfonamides @@ with micromolar affinities for $$ human MetAP2 $$ were identified using affinity selection by mass spectrometry (ASMS) screening.",0
16789740,T3,T11,"Modifications based on structural information on the binding of lead compounds to both $$ MetAP2 $$ and domain III of albumin allowed the identification of compounds with significant improvements in both parameters, which showed good cellular activity in both proliferation and @@ methionine @@ processing assays.",0
16789740,T3,T12,"Modifications based on structural information on the binding of lead compounds to both MetAP2 and $$ domain III of albumin $$ allowed the identification of compounds with significant improvements in both parameters, which showed good cellular activity in both proliferation and @@ methionine @@ processing assays.",0
17199504,T9,T12,$$ Adenine phosphoribosyltransferase $$ plays a role in @@ purine @@ salvage by catalyzing the direct conversion of adenine to adenosine monophosphate.,0
17199504,T2,T12,$$ Adenine phosphoribosyltransferase $$ plays a role in purine salvage by catalyzing the direct conversion of @@ adenine @@ to adenosine monophosphate.,9
17199504,T3,T12,$$ Adenine phosphoribosyltransferase $$ plays a role in purine salvage by catalyzing the direct conversion of adenine to @@ adenosine monophosphate @@.,9
17199504,T4,T13,The involvement of the @@ purine @@ salvage pathway in tumor proliferation and angiogenesis makes $$ adenine phosphoribosyltransferase $$ a potential target for oncology drug discovery.,0
17199504,T6,T14,"We have expressed and characterized recombinant, @@ N @@-terminally His-tagged $$ human adenine phosphoribosyltransferase $$.",0
17199504,T7,T14,"We have expressed and characterized recombinant, N-terminally @@ His @@-tagged $$ human adenine phosphoribosyltransferase $$.",0
16437532,T11,T39,"BACKGROUND: Since the introduction of the first $$ cholinesterase $$ inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, @@ donepezil @@, galantamine and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.",4
16437532,T12,T39,"BACKGROUND: Since the introduction of the first $$ cholinesterase $$ inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, @@ galantamine @@ and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.",4
16437532,T15,T39,"BACKGROUND: Since the introduction of the first $$ cholinesterase $$ inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, galantamine and @@ rivastigmine @@, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.",4
16437532,T25,T40,"The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of @@ acetylcholine @@, an important neurotransmitter associated with memory, by blocking the enzyme $$ acetylcholinesterase $$.",9
11716850,T39,T70,"The effects of @@ mitiglinide @@ (KAD-1229), a new anti-diabetic drug, on $$ ATP-sensitive K+ channels $$ and insulin secretion: comparison with the sulfonylureas and nateglinide.",0
11716850,T39,T71,"The effects of @@ mitiglinide @@ (KAD-1229), a new anti-diabetic drug, on ATP-sensitive K+ channels and $$ insulin $$ secretion: comparison with the sulfonylureas and nateglinide.",0
11716850,T41,T70,"The effects of mitiglinide (@@ KAD-1229 @@), a new anti-diabetic drug, on $$ ATP-sensitive K+ channels $$ and insulin secretion: comparison with the sulfonylureas and nateglinide.",0
11716850,T41,T71,"The effects of mitiglinide (@@ KAD-1229 @@), a new anti-diabetic drug, on ATP-sensitive K+ channels and $$ insulin $$ secretion: comparison with the sulfonylureas and nateglinide.",0
11716850,T38,T70,"The effects of mitiglinide (KAD-1229), a new anti-diabetic drug, on $$ ATP-sensitive K+ channels $$ and insulin secretion: comparison with the @@ sulfonylureas @@ and nateglinide.",0
11716850,T38,T71,"The effects of mitiglinide (KAD-1229), a new anti-diabetic drug, on ATP-sensitive K+ channels and $$ insulin $$ secretion: comparison with the @@ sulfonylureas @@ and nateglinide.",0
11716850,T40,T70,"The effects of mitiglinide (KAD-1229), a new anti-diabetic drug, on $$ ATP-sensitive K+ channels $$ and insulin secretion: comparison with the sulfonylureas and @@ nateglinide @@.",0
11716850,T40,T71,"The effects of mitiglinide (KAD-1229), a new anti-diabetic drug, on ATP-sensitive K+ channels and $$ insulin $$ secretion: comparison with the sulfonylureas and @@ nateglinide @@.",0
11716850,T1,T62,"@@ Mitiglinide @@ (KAD-1229), a new anti-diabetic drug, is thought to stimulate $$ insulin $$ secretion by closing the ATP-sensitive K+ (K(ATP)) channels in pancreatic beta-cells.",3
11716850,T1,T42,"@@ Mitiglinide @@ (KAD-1229), a new anti-diabetic drug, is thought to stimulate insulin secretion by closing the $$ ATP-sensitive K+ (K(ATP)) channels $$ in pancreatic beta-cells.",4
11716850,T15,T62,"Mitiglinide (@@ KAD-1229 @@), a new anti-diabetic drug, is thought to stimulate $$ insulin $$ secretion by closing the ATP-sensitive K+ (K(ATP)) channels in pancreatic beta-cells.",3
11716850,T15,T42,"Mitiglinide (@@ KAD-1229 @@), a new anti-diabetic drug, is thought to stimulate insulin secretion by closing the $$ ATP-sensitive K+ (K(ATP)) channels $$ in pancreatic beta-cells.",4
11716850,T3,T62,"Mitiglinide (KAD-1229), a new anti-diabetic drug, is thought to stimulate $$ insulin $$ secretion by closing the @@ ATP @@-sensitive K+ (K(ATP)) channels in pancreatic beta-cells.",0
11716850,T8,T62,"Mitiglinide (KAD-1229), a new anti-diabetic drug, is thought to stimulate $$ insulin $$ secretion by closing the ATP-sensitive @@ K+ @@ (K(ATP)) channels in pancreatic beta-cells.",0
11716850,T9,T62,"Mitiglinide (KAD-1229), a new anti-diabetic drug, is thought to stimulate $$ insulin $$ secretion by closing the ATP-sensitive K+ (@@ K @@(ATP)) channels in pancreatic beta-cells.",0
11716850,T12,T62,"Mitiglinide (KAD-1229), a new anti-diabetic drug, is thought to stimulate $$ insulin $$ secretion by closing the ATP-sensitive K+ (K(@@ ATP @@)) channels in pancreatic beta-cells.",0
11716850,T28,T49,"In this study, we examined the effects of @@ mitiglinide @@ on various cloned $$ K(ATP) channels $$ (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T28,T50,"In this study, we examined the effects of @@ mitiglinide @@ on various cloned K(ATP) channels ($$ Kir6.2 $$/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T28,T51,"In this study, we examined the effects of @@ mitiglinide @@ on various cloned K(ATP) channels (Kir6.2/$$ SUR1 $$, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T28,T52,"In this study, we examined the effects of @@ mitiglinide @@ on various cloned K(ATP) channels (Kir6.2/SUR1, $$ Kir6.2 $$/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T28,T53,"In this study, we examined the effects of @@ mitiglinide @@ on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/$$ SUR2A $$, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T28,T54,"In this study, we examined the effects of @@ mitiglinide @@ on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and $$ Kir6.2 $$/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T28,T55,"In this study, we examined the effects of @@ mitiglinide @@ on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/$$ SUR2B $$) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T29,T50,"In this study, we examined the effects of mitiglinide on various cloned @@ K @@(ATP) channels ($$ Kir6.2 $$/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T29,T51,"In this study, we examined the effects of mitiglinide on various cloned @@ K @@(ATP) channels (Kir6.2/$$ SUR1 $$, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T29,T52,"In this study, we examined the effects of mitiglinide on various cloned @@ K @@(ATP) channels (Kir6.2/SUR1, $$ Kir6.2 $$/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T29,T53,"In this study, we examined the effects of mitiglinide on various cloned @@ K @@(ATP) channels (Kir6.2/SUR1, Kir6.2/$$ SUR2A $$, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T29,T54,"In this study, we examined the effects of mitiglinide on various cloned @@ K @@(ATP) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and $$ Kir6.2 $$/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T29,T55,"In this study, we examined the effects of mitiglinide on various cloned @@ K @@(ATP) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/$$ SUR2B $$) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T30,T50,"In this study, we examined the effects of mitiglinide on various cloned K(@@ ATP @@) channels ($$ Kir6.2 $$/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T30,T51,"In this study, we examined the effects of mitiglinide on various cloned K(@@ ATP @@) channels (Kir6.2/$$ SUR1 $$, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T30,T52,"In this study, we examined the effects of mitiglinide on various cloned K(@@ ATP @@) channels (Kir6.2/SUR1, $$ Kir6.2 $$/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T30,T53,"In this study, we examined the effects of mitiglinide on various cloned K(@@ ATP @@) channels (Kir6.2/SUR1, Kir6.2/$$ SUR2A $$, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T30,T54,"In this study, we examined the effects of mitiglinide on various cloned K(@@ ATP @@) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and $$ Kir6.2 $$/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T30,T55,"In this study, we examined the effects of mitiglinide on various cloned K(@@ ATP @@) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/$$ SUR2B $$) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.",0
11716850,T31,T49,"In this study, we examined the effects of mitiglinide on various cloned $$ K(ATP) channels $$ (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another @@ meglitinide @@-related compound, nateglinide.",0
11716850,T31,T50,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels ($$ Kir6.2 $$/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another @@ meglitinide @@-related compound, nateglinide.",0
11716850,T31,T51,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/$$ SUR1 $$, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another @@ meglitinide @@-related compound, nateglinide.",0
11716850,T31,T52,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/SUR1, $$ Kir6.2 $$/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another @@ meglitinide @@-related compound, nateglinide.",0
11716850,T31,T53,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/$$ SUR2A $$, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another @@ meglitinide @@-related compound, nateglinide.",0
11716850,T31,T54,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and $$ Kir6.2 $$/SUR2B) reconstituted in COS-1 cells, and compared them to another @@ meglitinide @@-related compound, nateglinide.",0
11716850,T31,T55,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/$$ SUR2B $$) reconstituted in COS-1 cells, and compared them to another @@ meglitinide @@-related compound, nateglinide.",0
11716850,T32,T49,"In this study, we examined the effects of mitiglinide on various cloned $$ K(ATP) channels $$ (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, @@ nateglinide @@.",0
11716850,T32,T50,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels ($$ Kir6.2 $$/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, @@ nateglinide @@.",0
11716850,T32,T51,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/$$ SUR1 $$, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, @@ nateglinide @@.",0
11716850,T32,T52,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/SUR1, $$ Kir6.2 $$/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, @@ nateglinide @@.",0
11716850,T32,T53,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/$$ SUR2A $$, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, @@ nateglinide @@.",0
11716850,T32,T54,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and $$ Kir6.2 $$/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, @@ nateglinide @@.",0
11716850,T32,T55,"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/$$ SUR2B $$) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, @@ nateglinide @@.",0
11716850,T33,T56,"Patch-clamp analysis using inside-out recording configuration showed that @@ mitiglinide @@ inhibits the $$ Kir6.2 $$/SUR1 channel currents in a dose-dependent manner (IC50 value, 100 nM) but does not significantly inhibit either Kir6.2/SUR2A or Kir6.2/SUR2B channel currents even at high doses (more than 10 microM).",4
11716850,T33,T57,"Patch-clamp analysis using inside-out recording configuration showed that @@ mitiglinide @@ inhibits the Kir6.2/$$ SUR1 $$ channel currents in a dose-dependent manner (IC50 value, 100 nM) but does not significantly inhibit either Kir6.2/SUR2A or Kir6.2/SUR2B channel currents even at high doses (more than 10 microM).",4
11716850,T33,T58,"Patch-clamp analysis using inside-out recording configuration showed that @@ mitiglinide @@ inhibits the Kir6.2/SUR1 channel currents in a dose-dependent manner (IC50 value, 100 nM) but does not significantly inhibit either $$ Kir6.2 $$/SUR2A or Kir6.2/SUR2B channel currents even at high doses (more than 10 microM).",0
11716850,T33,T59,"Patch-clamp analysis using inside-out recording configuration showed that @@ mitiglinide @@ inhibits the Kir6.2/SUR1 channel currents in a dose-dependent manner (IC50 value, 100 nM) but does not significantly inhibit either Kir6.2/$$ SUR2A $$ or Kir6.2/SUR2B channel currents even at high doses (more than 10 microM).",0
11716850,T33,T60,"Patch-clamp analysis using inside-out recording configuration showed that @@ mitiglinide @@ inhibits the Kir6.2/SUR1 channel currents in a dose-dependent manner (IC50 value, 100 nM) but does not significantly inhibit either Kir6.2/SUR2A or $$ Kir6.2 $$/SUR2B channel currents even at high doses (more than 10 microM).",0
11716850,T33,T61,"Patch-clamp analysis using inside-out recording configuration showed that @@ mitiglinide @@ inhibits the Kir6.2/SUR1 channel currents in a dose-dependent manner (IC50 value, 100 nM) but does not significantly inhibit either Kir6.2/SUR2A or Kir6.2/$$ SUR2B $$ channel currents even at high doses (more than 10 microM).",0
11716850,T34,T63,"@@ Nateglinide @@ inhibits $$ Kir6.2 $$/SUR1 and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).",4
11716850,T34,T64,"@@ Nateglinide @@ inhibits Kir6.2/$$ SUR1 $$ and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).",4
11716850,T34,T65,"@@ Nateglinide @@ inhibits Kir6.2/SUR1 and $$ Kir6.2 $$/SUR2B channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).",4
11716850,T34,T66,"@@ Nateglinide @@ inhibits Kir6.2/SUR1 and Kir6.2/$$ SUR2B $$ channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).",4
11716850,T34,T67,"@@ Nateglinide @@ inhibits Kir6.2/SUR1 and Kir6.2/SUR2B channels at 100 nM, and inhibits $$ Kir6.2 $$/SUR2A channels at high concentrations (1 microM).",4
11716850,T34,T68,"@@ Nateglinide @@ inhibits Kir6.2/SUR1 and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/$$ SUR2A $$ channels at high concentrations (1 microM).",4
11716850,T35,T69,"Binding experiments on @@ mitiglinide @@, nateglinide, and repaglinide to $$ SUR1 $$ expressed in COS-1 cells revealed that they inhibit the binding of [3H]glibenclamide to SUR1 (IC50 values: mitiglinide, 280 nM; nateglinide, 8 microM; repaglinide, 1.6 microM), suggesting that they all share a glibenclamide binding site.",0
11716850,T35,T43,"Binding experiments on @@ mitiglinide @@, nateglinide, and repaglinide to SUR1 expressed in COS-1 cells revealed that they inhibit the binding of [3H]glibenclamide to $$ SUR1 $$ (IC50 values: mitiglinide, 280 nM; nateglinide, 8 microM; repaglinide, 1.6 microM), suggesting that they all share a glibenclamide binding site.",0
11716850,T36,T69,"Binding experiments on mitiglinide, @@ nateglinide @@, and repaglinide to $$ SUR1 $$ expressed in COS-1 cells revealed that they inhibit the binding of [3H]glibenclamide to SUR1 (IC50 values: mitiglinide, 280 nM; nateglinide, 8 microM; repaglinide, 1.6 microM), suggesting that they all share a glibenclamide binding site.",0
